ratio,transmission,normalized,ymin,ymax,voltage,d_preciptator_nm,z_140nm,zstar,legend,legend2,legend3
0.28804142616516,0.124508709578647,0.336848909526039,0.287144933413292,0.386552885638784,100,59.4527080364316,2.00180259977721E-08,6.94970382013522E-08,"120 nm, qc = 0.6 L/min",120 nm,qc = 0.6 L/min
0.345649711403463,0.107650017897228,0.291238992531962,0.248345135582529,0.334132849481394,120,65.6742525584421,2.00180259977721E-08,5.79141985002436E-08,"120 nm, qc = 0.6 L/min",120 nm,qc = 0.6 L/min
0.40325799663747,0.088535601824403,0.239526383573542,0.200894387744051,0.278158379403033,140,71.4919378377703,2.00180259977721E-08,4.96407415716255E-08,"120 nm, qc = 0.6 L/min",120 nm,qc = 0.6 L/min
0.460866281864722,0.068726926083921,0.185935507522245,0.149999384761607,0.221871630282883,160,76.9923281102392,2.00180259977721E-08,4.34356488758012E-08,"120 nm, qc = 0.6 L/min",120 nm,qc = 0.6 L/min
0.518474567097693,0.055964716288516,0.151408312860339,0.123192245146457,0.179624380574222,180,82.2354168124156,2.00180259977721E-08,3.86094656673877E-08,"120 nm, qc = 0.6 L/min",120 nm,qc = 0.6 L/min
0.576082852331377,0.038886038693628,0.105203240593078,0.064864343599084,0.145542137587072,200,87.2647864123878,2.00180259977721E-08,3.47485191006123E-08,"120 nm, qc = 0.6 L/min",120 nm,qc = 0.6 L/min
0.633691137564181,0.023229794576934,0.062846454663571,0.044332034730674,0.081360874596469,220,92.1132632573536,2.00180259977721E-08,3.15895628187551E-08,"120 nm, qc = 0.6 L/min",120 nm,qc = 0.6 L/min
0.691299422806404,0.013045950490509,0.035294833681357,0.02346243898195,0.047127228380763,240,96.8062913871624,2.00180259977721E-08,2.89570992501437E-08,"120 nm, qc = 0.6 L/min",120 nm,qc = 0.6 L/min
0.748907708039791,0.005332056914016,0.014425477246494,0.007817816356319,0.021033138136669,260,101.364057847794,2.00180259977721E-08,2.67296300770728E-08,"120 nm, qc = 0.6 L/min",120 nm,qc = 0.6 L/min
0.806515993273858,0.006191106946104,0.016749572223596,0.009730294179059,0.023768850268134,280,105.802891429376,2.00180259977721E-08,2.48203707858461E-08,"120 nm, qc = 0.6 L/min",120 nm,qc = 0.6 L/min
0.864124278497546,0.001332070134614,0.003603815136913,0.000531356167834,0.006676274105992,300,110.136217003034,2.00180259977721E-08,2.31656794003953E-08,"120 nm, qc = 0.6 L/min",120 nm,qc = 0.6 L/min
0.921732563740555,0.000174337517434,0.00047165698557,-0.00047997026907,0.00142328424021,320,114.375226651183,2.00180259977721E-08,2.17178244376388E-08,"120 nm, qc = 0.6 L/min",120 nm,qc = 0.6 L/min
0,0.369627765023303,1,1,1,0,0,2.00180259977721E-08,0,"120 nm, qc = 0.6 L/min",120 nm,qc = 0.6 L/min
0.078753696641494,0.334032077219462,0.875905046895947,0.763541155259255,0.988268938532638,20,25.3954665999956,2.73657433194902E-08,3.47485191000821E-07,"100 nm, qc = 0.6 L/min",100 nm,qc = 0.6 L/min
0.137818969122507,0.266606829447136,0.699101324021188,0.607870692224121,0.790331955818255,35,33.9855046052314,2.73657433194902E-08,1.98562966286338E-07,"100 nm, qc = 0.6 L/min",100 nm,qc = 0.6 L/min
0.196884241603473,0.206342208003639,0.541074327000324,0.463646431364731,0.618502222635917,50,41.0067935359251,2.73657433194902E-08,1.38994076400513E-07,"100 nm, qc = 0.6 L/min",100 nm,qc = 0.6 L/min
0.255949514080375,0.166963420881828,0.437814548275617,0.373182530720315,0.502446565830918,65,47.1436301586772,2.73657433194902E-08,1.06918520309816E-07,"100 nm, qc = 0.6 L/min",100 nm,qc = 0.6 L/min
0.315014786565447,0.123371317721975,0.323506534864565,0.270588287301261,0.376424782427869,80,52.6941506584453,2.73657433194902E-08,8.68712977503511E-08,"100 nm, qc = 0.6 L/min",100 nm,qc = 0.6 L/min
0.374080059046357,0.113450455084585,0.297491866674652,0.248086086306738,0.346897647042566,95,57.820105386295,2.73657433194902E-08,7.3154777052949E-08,"100 nm, qc = 0.6 L/min",100 nm,qc = 0.6 L/min
0.433145331520918,0.076404746940324,0.200349930488467,0.164553501931223,0.236146359045711,110,62.6208490037203,2.73657433194902E-08,6.31791256375775E-08,"100 nm, qc = 0.6 L/min",100 nm,qc = 0.6 L/min
0.492210604001295,0.064366465094732,0.168782926767497,0.136052478211646,0.201513375323348,125,67.1625630069535,2.73657433194902E-08,5.55976305610398E-08,"100 nm, qc = 0.6 L/min",100 nm,qc = 0.6 L/min
0.551275876489573,0.049771138810157,0.130510794162241,0.103859871206819,0.157161717117663,140,71.4919378377703,2.73657433194902E-08,4.96407415716255E-08,"100 nm, qc = 0.6 L/min",100 nm,qc = 0.6 L/min
0.610341148961563,0.033252425836708,0.087195121661233,0.066684381858668,0.107705861463799,155,75.6433585958174,2.73657433194902E-08,4.48367988395513E-08,"100 nm, qc = 0.6 L/min",100 nm,qc = 0.6 L/min
0.669406421442052,0.03033499121391,0.079544971018908,0.057631074214618,0.101458867823198,170,79.6430076211539,2.73657433194902E-08,4.08806107066291E-08,"100 nm, qc = 0.6 L/min",100 nm,qc = 0.6 L/min
0.728471693921612,0.01065452127309,0.027938481337014,0.018017456122421,0.037859506551607,185,83.5113610161808,2.73657433194902E-08,3.75659665953128E-08,"100 nm, qc = 0.6 L/min",100 nm,qc = 0.6 L/min
0.787536966402922,0.007910596605828,0.020743311686351,0.012746292352937,0.028740331019765,200,87.2647864123878,2.73657433194902E-08,3.47485191006123E-08,"100 nm, qc = 0.6 L/min",100 nm,qc = 0.6 L/min
0.846602238894293,0.002038130115149,0.005344422215226,0.000779940642988,0.009908903787463,215,90.9166082563796,2.73657433194902E-08,3.23242038140973E-08,"100 nm, qc = 0.6 L/min",100 nm,qc = 0.6 L/min
0.905667511375521,0.000979398851739,0.00256819765426,-0.000108116895479,0.005244512203998,230,94.4778425897584,2.73657433194902E-08,3.02161035653441E-08,"100 nm, qc = 0.6 L/min",100 nm,qc = 0.6 L/min
0.964732783843194,0.006287792092941,0.016487963892225,0.008846522745388,0.024129405039062,245,97.9577185788179,2.73657433194902E-08,2.83661380413275E-08,"100 nm, qc = 0.6 L/min",100 nm,qc = 0.6 L/min
1.04348648048386,0.000615330520394,0.001613530990223,-0.000733227939836,0.003960289920281,265,102.484348128841,2.73657433194902E-08,2.62252974344246E-08,"100 nm, qc = 0.6 L/min",100 nm,qc = 0.6 L/min
0,0.381356493381575,1,1,1,0,0,2.73657433194902E-08,0,"100 nm, qc = 0.6 L/min",100 nm,qc = 0.6 L/min
0.03946897095037,0.273667917132832,1.00560511413664,0.891681502642104,1.11952872563117,16,25.2941623641861,1.38211998310773E-08,3.50178874652104E-07,"150 nm, qc = 0.5 L/min",150 nm,qc = 0.5 L/min
