x,y
0.0,1.0
0.1,0.7290000000000001
0.2,0.5120000000000001
0.3,0.3429999999999999
0.4,0.216
0.5,0.125
0.6,0.06400000000000002
0.7,0.02700000000000001
0.8,0.007999999999999995
0.9,0.0009999999999999994
1.0,0.0
